"menu:item:644:title","Good practice awards","Prijzen voor goede praktijken","nl"
"menu:item:645:title","Governance","Bestuur","nl"
"menu:item:968:title","Green jobs","Duurzame banen","nl"
"menu:item:638:title","Healthy workplaces campaigns","Campagnes voor een gezonde werkplek","nl"
"menu:item:967:title","Home","Startpagina","nl"
"menu:item:2858:title","How to reach us","Hoe kunt u ons bereiken?","nl"
"menu:item:992:title","Infographics","Infographics","nl"
"menu:item:646:title","Leadership & worker participation","Leiderschap en werknemersparticipatie","nl"
"menu:item:1713:title","Legal notice","Juridische mededeling","nl"
"menu:item:624:title","Legislation","Wetgeving","nl"
"menu:item:975:title","Legislation","Wetgeving","nl"
"menu:item:1709:title","LinkedIn","LinkedIn","nl"
"menu:item:1700:title","Links","Links","nl"
"menu:item:643:title","Mainstreaming OSH into education","Integratie van veilig en gezond werken ","nl"
"menu:item:642:title","Micro and small enterprises & OSH","OSH in kleine - en micro-ondernemingen","nl"
"menu:item:972:title","Mission & Vision","Missie en visie","nl"
"menu:item:639:title","Musculoskeletal disorders","Aandoeningen aan het bewegingsapparaat","nl"
"menu:item:640:title","Nanomaterials","Nanomaterialen","nl"
"menu:item:990:title","Napo","Napo","nl"
"menu:item:974:title","National focal points","Nationale focal points","nl"
"menu:item:647:title","National legislation","Nationale wetgeving","nl"
"menu:item:655:title","OSHwiki","OSHwiki","nl"
"menu:item:1019:title","Participation criteria","Criteria voor deelname","nl"
"menu:item:1704:title","Press","Pers","nl"
"menu:item:1698:title","Press kit","Persmap","nl"
"menu:item:673:title","Press room","Perskamer","nl"
"menu:item:671:title","Previous campaigns","Eerdere campagnes","nl"
"menu:item:1706:title","Privacy notice","Privacybeleid","nl"
"menu:item:1716:title","Privacy notice","Privacybeleid","nl"
"menu:item:1716:description","Privacy policy for logged in users","Privacybeleid voor ingelogde gebruikers","nl"
"menu:item:1706:description","Privacy policy for non logged in users","Privacybeleid voor niet-ingelogde gebruikers","nl"
"menu:item:670:title","Procurement","Aanbesteding","nl"
"menu:item:982:title","Project on OSH of older workers","Project over veilig en gezond werken voor oudere werknemers","nl"
"menu:item:652:title","Publications","Publicaties","nl"
"menu:item:964:title","REACH","REACH","nl"
"menu:item:1703:title","RSS","RSS","nl"
"menu:item:1005:title","Request of internal documents","Aanvragen van interne documenten","nl"
"menu:item:648:title","Risk assessment tool (OIRA)","Risicobeoordelingstool (OiRA)","nl"
"menu:item:1696:title","Seminar reports","Verslagen van lezingen","nl"
"menu:item:1026:title","Senior staff","Directie of kaderleden","nl"
"menu:item:1701:title","Social (media?)","Sociale media","nl"
"menu:item:970:title","Strategy and programmes","Strategie en programma's","nl"
"menu:item:653:title","Stress & psychosocial risks","Stress en psychosociale risico's","nl"
"menu:item:626:title","Surveys & Statistics","Enquêtes en statistieken","nl"
"menu:item:631:title","Surveys & Statistics","Enquêtes en statistieken","nl"
"menu:item:625:title","Themes","Thema's","nl"
"menu:item:632:title","Themes","Thema's","nl"
"menu:item:627:title","Tools & Publications","Tools en publicaties","nl"
"menu:item:634:title","Tools & Publications","Tools en publicaties","nl"
"menu:item:1707:title","Twitter","Twitter","nl"
"menu:item:666:title","What we do","Wat wij doen","nl"
"menu:item:663:title","Women & OSH","Vrouwen en veilig en gezond werken","nl"
"menu:item:662:title","Work–related diseases","Werkgerelateerde ziekten","nl"
"menu:item:1710:title","YouTube","YouTube","nl"
"menu:item:659:title","Young people & OSH","Jongeren en veilig en gezond werken","nl"
"menu:item:986:title","e–guide VeSafe","e-gids VeSafe","nl"
"menu:item:987:title","e–guide manage stress","e-gids stressbeheersing","nl"
"menu:item:988:title","e–guide on ageing","e-gids over ouder worden","nl"
